page_id,page_name,page_url,page_last_update,page_content_html,page_content_md,scrape_date
7529,Requerimento Geral,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/apoio-academico/qualificacao/,14/Abr/2022 17:01,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/apoio-academico_qualificacao.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/apoio-academico_qualificacao.md,2024-09-24
7529,Requerimento Geral,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/apoio-academico/normas-e-regulamentos/,14/Abr/2022 17:01,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/apoio-academico_normas-e-regulamentos.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/apoio-academico_normas-e-regulamentos.md,2024-09-24
7529,Requerimento Geral,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/apoio-academico/homlogacao/,14/Abr/2022 17:01,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/apoio-academico_homlogacao.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/apoio-academico_homlogacao.md,2024-09-24
6403,Normas e Regulamentos - PPGCC,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/apoio-academico/guia-rapido/,18/Jun/2024 15:35,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/apoio-academico_guia-rapido.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/apoio-academico_guia-rapido.md,2024-09-24
6403,Normas e Regulamentos - PPGCC,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/apoio-academico/estudos-especiais/,18/Jun/2024 15:35,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/apoio-academico_estudos-especiais.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/apoio-academico_estudos-especiais.md,2024-09-24
7528,Homologação - Alunos Pres. Prudente - FCT,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/apoio-academico/defesa/,04/Set/2024 10:08,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/apoio-academico_defesa.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/apoio-academico_defesa.md,2024-09-24
7528,Homologação - Alunos Pres. Prudente - FCT,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/apoio-academico/,04/Set/2024 10:08,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/ciencia-da-computacao_apoio-academico.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/ciencia-da-computacao_apoio-academico.md,2024-09-24
1795,Pós-Graduação em Ciência da Computação - Guia rápido do aluno,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/pessoas/egressos/,12/Ago/2024 16:35,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/pessoas_egressos.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/pessoas_egressos.md,2024-09-24
1795,Pós-Graduação em Ciência da Computação - Guia rápido do aluno,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/pessoas/docentes/,12/Ago/2024 16:35,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/pessoas_docentes.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/pessoas_docentes.md,2024-09-24
1795,Pós-Graduação em Ciência da Computação - Guia rápido do aluno,https://www.ibilce.unesp.br/#!/pos-graduacao/programas-de-pos-graduacao/ciencia-da-computacao/pessoas/,12/Ago/2024 16:35,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/raw/page_content/html/ciencia-da-computacao_pessoas.html,/home/schuck/Desktop/Unesp/Aprendizado Profundo/projeto implementacao/scraper/data/preprocessed/page_content/markdown/ciencia-da-computacao_pessoas.md,2024-09-24
